"P_ID","Record Type","Permit Type","Primary","Record Status","Open Date","Updated Date","Date Assigned","Date Status","Task","Status","Description","Address","Notes","Planner F","Planner L"
"Y18-004","Planning Project","Use Permit Administrative","No","Close Out","1/23/2018 12:00:00 AM","4/25/2018 8:20:08 AM","2/15/2018 12:00:00 AM","4/23/2018 12:00:00 AM","Consolidated Comments","Deemed Complete","Heritage Eats at Broadway Plaza","24 BROADWAY LN, WALCR, CA ","","Haley","Croffoot"
"Y18-004","Planning Project","Design Review Commercial","Yes","Close Out","1/23/2018 12:00:00 AM","4/25/2018 8:20:28 AM","4/25/2018 12:00:00 AM","4/23/2018 12:00:00 AM","Staff Analysis","Deemed Complete","Heritage Eats at Broadway Plaza","24 BROADWAY LN, WALCR, CA ","","Haley","Croffoot"
"Y18-004","Planning Project","Use Permit Administrative","No","Close Out","1/23/2018 12:00:00 AM","4/25/2018 8:20:28 AM","4/25/2018 12:00:00 AM","4/23/2018 12:00:00 AM","Staff Analysis","Deemed Complete","Heritage Eats at Broadway Plaza","24 BROADWAY LN, WALCR, CA ","","Haley","Croffoot"
"Y18-004","Planning Project","Design Review Commercial","Yes","Close Out","1/23/2018 12:00:00 AM","4/25/2018 8:20:37 AM","4/25/2018 12:00:00 AM","4/23/2018 12:00:00 AM","Staff Analysis","Staff Level Decision","Heritage Eats at Broadway Plaza","24 BROADWAY LN, WALCR, CA ","","Haley","Croffoot"
"Y18-004","Planning Project","Use Permit Administrative","No","Close Out","1/23/2018 12:00:00 AM","4/25/2018 8:20:37 AM","4/25/2018 12:00:00 AM","4/23/2018 12:00:00 AM","Staff Analysis","Staff Level Decision","Heritage Eats at Broadway Plaza","24 BROADWAY LN, WALCR, CA ","","Haley","Croffoot"
"Y18-004","Planning Project","Use Permit Administrative","No","Close Out","1/23/2018 12:00:00 AM","5/7/2018 8:29:35 AM","4/25/2018 12:00:00 AM","5/7/2018 12:00:00 AM","Staff Level Decision","Approved","Heritage Eats at Broadway Plaza","24 BROADWAY LN, WALCR, CA ","","Haley","Croffoot"
"Y18-004","Planning Project","Design Review Commercial","Yes","Close Out","1/23/2018 12:00:00 AM","5/7/2018 8:29:35 AM","4/25/2018 12:00:00 AM","5/7/2018 12:00:00 AM","Staff Level Decision","Approved","Heritage Eats at Broadway Plaza","24 BROADWAY LN, WALCR, CA ","","Haley","Croffoot"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","1/24/2018 9:40:26 AM","1/24/2018 12:00:00 AM","1/24/2018 12:00:00 AM","Intake Review","Application Accepted","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Ozzy","Arce"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","2/6/2018 3:49:22 PM","2/6/2018 12:00:00 AM","2/6/2018 12:00:00 AM","Engineering Review","Review Complete","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Cathleen","Terentieff"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","7/11/2018 10:21:07 AM","1/24/2018 12:00:00 AM","2/22/2018 12:00:00 AM","Building Review","No Comments","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Trishia","Caguiat"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","7/11/2018 10:21:31 AM","1/24/2018 12:00:00 AM","2/22/2018 12:00:00 AM","Traffic Engineering Review","No Comments","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Trishia","Caguiat"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","7/11/2018 10:21:42 AM","","7/11/2018 12:00:00 AM","CEQA Review","Project Exempt","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Trishia","Caguiat"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","7/11/2018 10:22:11 AM","1/30/2018 12:00:00 AM","2/22/2018 12:00:00 AM","Planning Review","Comments","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Trishia","Caguiat"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","7/11/2018 10:22:59 AM","7/11/2018 12:00:00 AM","3/8/2018 12:00:00 AM","Consolidated Comments","Deemed Complete","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Trishia","Caguiat"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","7/11/2018 10:23:24 AM","7/11/2018 12:00:00 AM","3/28/2018 12:00:00 AM","Staff Analysis","Set for Hearing","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Trishia","Caguiat"
"Y18-005","Planning Project","Use Permit Conditional","Yes","Close Out","1/24/2018 12:00:00 AM","7/11/2018 10:24:46 AM","7/11/2018 12:00:00 AM","4/26/2018 12:00:00 AM","Planning Commission","Approved","CUP for Thirteen Salon at 1768 N. Broadway","1760 N BROADWAY, WALCR, CA ","","Trishia","Caguiat"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","2/20/2018 7:59:02 AM","2/16/2018 12:00:00 AM","2/20/2018 12:00:00 AM","Intake Review","Application Accepted","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Alan","Carreon"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","2/23/2018 4:19:08 PM","2/20/2018 12:00:00 AM","2/23/2018 12:00:00 AM","Building Review","Review Complete","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Fangbin","Mo"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","5/3/2018 11:17:50 AM","2/20/2018 12:00:00 AM","5/3/2018 12:00:00 AM","Planning Review","No Comments","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","5/3/2018 11:26:20 AM","2/20/2018 12:00:00 AM","5/3/2018 12:00:00 AM","Fire Review","Review Complete","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","5/3/2018 11:26:38 AM","3/9/2018 12:00:00 AM","5/3/2018 12:00:00 AM","Engineering Review","No Comments","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","5/3/2018 11:26:54 AM","2/20/2018 12:00:00 AM","5/3/2018 12:00:00 AM","Traffic Engineering Review","No Comments","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","5/3/2018 11:27:07 AM","","5/3/2018 12:00:00 AM","CEQA Review","Project Exempt","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","5/3/2018 11:27:30 AM","5/3/2018 12:00:00 AM","5/3/2018 12:00:00 AM","Consolidated Comments","Deemed Complete","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","5/3/2018 11:27:47 AM","5/3/2018 12:00:00 AM","5/3/2018 12:00:00 AM","Staff Analysis","Staff Level Decision","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","5/3/2018 11:28:03 AM","5/3/2018 12:00:00 AM","5/3/2018 12:00:00 AM","Staff Level Decision","Approved","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","2/7/2020 2:39:14 PM","2/20/2018 12:00:00 AM","3/5/2018 12:00:00 AM","Planning Review","Comments","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","2/7/2020 2:39:40 PM","2/7/2020 12:00:00 AM","3/5/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","2/7/2020 2:40:39 PM","2/7/2020 12:00:00 AM","4/18/2018 12:00:00 AM","Resubmittal","Route for Review","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-009","Planning Project","Design Review Other","Yes","Close Out","2/16/2018 12:00:00 AM","2/7/2020 2:42:50 PM","2/7/2020 12:00:00 AM","5/1/2018 12:00:00 AM","Planning Review","No Comments","St Mary Church Chapel","2039 MT DIABLO BLVD, WALCR, CA 94596","Community Use","Simar","Gill"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","3/1/2018 12:42:41 PM","2/27/2018 12:00:00 AM","3/1/2018 12:00:00 AM","Intake Review","Application Accepted","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/10/2018 11:04:23 AM","3/1/2018 12:00:00 AM","3/18/2018 12:00:00 AM","Arborist Review","Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/10/2018 11:04:38 AM","3/1/2018 12:00:00 AM","5/10/2018 12:00:00 AM","Arborist Review","Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/10/2018 11:14:52 AM","3/1/2018 12:00:00 AM","5/10/2018 12:00:00 AM","Planning Review","Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/10/2018 11:15:23 AM","3/1/2018 12:00:00 AM","5/10/2018 12:00:00 AM","Building Review","No Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/10/2018 11:15:37 AM","3/1/2018 12:00:00 AM","5/10/2018 12:00:00 AM","Engineering Review","Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/10/2018 11:15:53 AM","3/1/2018 12:00:00 AM","5/10/2018 12:00:00 AM","Traffic Engineering Review","Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/10/2018 11:16:11 AM","","5/10/2018 12:00:00 AM","CEQA Review","Project Exempt","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/10/2018 11:16:25 AM","5/10/2018 12:00:00 AM","5/10/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/30/2018 7:31:35 AM","5/10/2018 12:00:00 AM","5/30/2018 12:00:00 AM","Resubmittal","Route for Review","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","7/25/2018 5:15:47 PM","5/30/2018 12:00:00 AM","7/25/2018 12:00:00 AM","Building Review","Review Complete","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Prabhath","Silva"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","7/26/2018 10:43:17 AM","5/30/2018 12:00:00 AM","7/26/2018 12:00:00 AM","Arborist Review","Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","John","Davis"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","8/20/2018 10:59:26 AM","5/30/2018 12:00:00 AM","8/20/2018 12:00:00 AM","Planning Review","No Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","8/20/2018 10:59:33 AM","5/30/2018 12:00:00 AM","8/20/2018 12:00:00 AM","Engineering Review","No Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","8/20/2018 10:59:40 AM","5/30/2018 12:00:00 AM","8/20/2018 12:00:00 AM","Traffic Engineering Review","No Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","8/20/2018 10:59:58 AM","8/20/2018 12:00:00 AM","8/20/2018 12:00:00 AM","Consolidated Comments","Deemed Complete","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","8/20/2018 11:00:08 AM","8/20/2018 12:00:00 AM","8/20/2018 12:00:00 AM","Staff Analysis","Set for Hearing","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","8/20/2018 11:02:26 AM","8/20/2018 12:00:00 AM","8/15/2018 12:00:00 AM","Design Review Commission","Approved","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","9/27/2018 2:44:54 PM","8/20/2018 12:00:00 AM","9/27/2018 12:00:00 AM","City Council","Decision Upheld","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","2/12/2019 8:27:03 AM","1/28/2019 12:00:00 AM","2/12/2019 12:00:00 AM","Engineering Review","No Comments","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Ryan","Cook"
"Y18-012","Planning Project","Design Review Commercial","Yes","Close Out","2/27/2018 12:00:00 AM","5/8/2019 5:18:36 PM","8/20/2018 12:00:00 AM","5/8/2019 12:00:00 AM","Zoning Administrator","Approved","1910 Noma Apartments","1910 N MAIN ST, WALCR, CA 94596","","Greg","Kapovich"
"Y18-013","Planning Project","Design Review Residential","No","Close Out","2/27/2018 12:00:00 AM","8/13/2018 11:15:29 AM","2/27/2018 12:00:00 AM","8/13/2018 12:00:00 AM","Intake Review","Application Accepted","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
"Y18-013","Planning Project","General Plan Amendment","Yes","Close Out","2/27/2018 12:00:00 AM","8/13/2018 11:15:29 AM","2/27/2018 12:00:00 AM","8/13/2018 12:00:00 AM","Intake Review","Application Accepted","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
"Y18-013","Planning Project","Tree Removal Permit","No","Close Out","2/27/2018 12:00:00 AM","8/13/2018 11:15:29 AM","2/27/2018 12:00:00 AM","8/13/2018 12:00:00 AM","Intake Review","Application Accepted","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
"Y18-013","Planning Project","Tentative Map Major Subdivision","No","Close Out","2/27/2018 12:00:00 AM","8/13/2018 11:15:29 AM","2/27/2018 12:00:00 AM","8/13/2018 12:00:00 AM","Intake Review","Application Accepted","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
"Y18-013","Planning Project","Zoning Amendment","No","Close Out","2/27/2018 12:00:00 AM","8/13/2018 11:15:29 AM","2/27/2018 12:00:00 AM","8/13/2018 12:00:00 AM","Intake Review","Application Accepted","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
"Y18-013","Planning Project","General Plan Amendment","Yes","Close Out","2/27/2018 12:00:00 AM","8/16/2018 10:57:14 AM","8/13/2018 12:00:00 AM","8/16/2018 12:00:00 AM","Traffic Engineering Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","YunNa","Rhee"
"Y18-013","Planning Project","Tree Removal Permit","No","Close Out","2/27/2018 12:00:00 AM","8/16/2018 10:57:14 AM","8/13/2018 12:00:00 AM","8/16/2018 12:00:00 AM","Traffic Engineering Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","YunNa","Rhee"
"Y18-013","Planning Project","Zoning Amendment","No","Close Out","2/27/2018 12:00:00 AM","8/16/2018 10:57:14 AM","8/13/2018 12:00:00 AM","8/16/2018 12:00:00 AM","Traffic Engineering Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","YunNa","Rhee"
"Y18-013","Planning Project","Tentative Map Major Subdivision","No","Close Out","2/27/2018 12:00:00 AM","8/16/2018 10:57:14 AM","8/13/2018 12:00:00 AM","8/16/2018 12:00:00 AM","Traffic Engineering Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","YunNa","Rhee"
"Y18-013","Planning Project","Design Review Residential","No","Close Out","2/27/2018 12:00:00 AM","8/16/2018 10:57:14 AM","8/13/2018 12:00:00 AM","8/16/2018 12:00:00 AM","Traffic Engineering Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","YunNa","Rhee"
"Y18-013","Planning Project","General Plan Amendment","Yes","Close Out","2/27/2018 12:00:00 AM","10/29/2018 11:42:17 AM","8/13/2018 12:00:00 AM","9/18/2018 12:00:00 AM","Planning Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
"Y18-013","Planning Project","Tree Removal Permit","No","Close Out","2/27/2018 12:00:00 AM","10/29/2018 11:42:17 AM","8/13/2018 12:00:00 AM","9/18/2018 12:00:00 AM","Planning Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
"Y18-013","Planning Project","Design Review Residential","No","Close Out","2/27/2018 12:00:00 AM","10/29/2018 11:42:17 AM","8/13/2018 12:00:00 AM","9/18/2018 12:00:00 AM","Planning Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
"Y18-013","Planning Project","Tentative Map Major Subdivision","No","Close Out","2/27/2018 12:00:00 AM","10/29/2018 11:42:17 AM","8/13/2018 12:00:00 AM","9/18/2018 12:00:00 AM","Planning Review","Comments","Pioneer Village Residential PUD","128 PIONEER AVE, WALCR, CA 94597","","Alan","Carreon"
